652,Jaanus Mägi,117,0,17
654,Andreas Rahuvarm,101,0,19
655,Ülo Vevers,96,0,16
728,Sergei Aunpuu,37,0,3
746,Olev Ait,139,0,33
782,Aivo Lind,136,0,26
784,Elvo Leppmaa,123,0,16
783,Ülo Kannisto,123,1,12
788,Rein Merila,71,0,11
789,Endel-Haljand Susi,43,1,9
787,Madis Sinimets,43,0,8
786,Lembitu Inno,39,0,8
785,Andres Tabor,21,0,2
849,Toomas Vallimäe,395,1,60
867,Raimond Ellik,446,0,71
878,Rein Teesalu,271,0,55
880,Üllar Õun,153,0,19
886,Eugen Veges,97,0,29
158,Allan Jaakus,229,0,62
160,Riho Kokk,77,0,15
159,Lembi-Liis Ebre,59,2,27
163,Ahto Neidek,58,0,22
161,Riho Rannikmaa,55,1,16
162,Andres Suvi,40,0,6
164,Jevgeni Tširkin,17,0,6
281,Marko Pomerants,3455,16,888
284,Ain Suurkaev,557,4,152
283,Mihkel Juhkami,533,4,161
286,Hannes Mets,504,0,103
282,Helle Noorväli,456,1,138
285,Rainer Miltop,309,0,78
287,Alari Kirt,213,0,66
406,Indrek Saar,3931,5,878
407,Rannar Vassiljev,1960,3,439
408,Kairit Pihlak,403,2,80
409,Andres Haidak,265,0,53
412,Garri Raagmaa,231,0,78
410,Tiina Murumägi,137,0,27
411,Raivo Heinmets,123,0,19
531,Hanno Pevkur,3784,5,913
533,Einar Vallbaum,1459,0,304
532,Paul-Eerik Rummo,833,4,267
534,Roman Kusma,563,2,136
535,Vello Tafenau,492,2,73
536,Andres Ots,302,0,84
537,Leo Aadel,185,1,41
656,Peeter Võsa,1936,2,191
658,Siret Kotka,894,0,82
662,Toomas Varek,679,0,86
657,Toomas Väinaste,616,0,70
661,Jelena Fjodorova,370,0,37
660,Andres Sõber,165,0,23
659,Liis Tappo-Treial,87,1,11
729,Larissa Neštšadimova,81,0,14
747,Kaido Nõmmik,127,0,17
790,Andrus Blok,1216,0,148
792,Eerik Lumiste,183,0,21
791,Õie Reineberg,110,0,13
795,Samuel Golomb,70,1,12
793,Hanno Nõmme,61,0,14
794,Toivo Leemets,56,0,10
850,Andrus Mänd,216,1,42
881,Aivar Koitla,282,4,50
165,Urmas Hallika,303,1,34
168,Enn Käiss,133,0,42
166,Andre Zahharov,50,0,24
171,Margus Kuustik,48,0,6
174,Valeri Klimanov,47,0,0
167,Gulnara Sidorenko,38,0,6
173,Andres Roosi,27,0,3
169,Jefim Lvovski,23,0,7
172,Maret Sannikova,20,0,1
170,Vladimir Šuljatikov,15,0,0
288,Erki Nool,1397,6,286
289,Kaja Kreisman,506,2,115
292,Erika Kruup,447,0,110
291,Enno Vinni,340,0,95
295,Avo Kiir,319,0,95
294,Ants Pauls,312,0,41
293,Tiit Salvan,233,0,76
297,Robert Antropov,165,0,26
290,Andres Noormägi,152,1,26
296,Dmitri Šmidt,130,0,25
415,Jevgeni Ossinovski,1578,1,176
413,Jaak Allik,1518,0,299
414,Etti Kagarov,544,0,117
422,Riho Breivel,419,0,95
421,Arno Rossman,221,1,56
417,Aleksei Naumkin,132,0,21
416,Aili Ilves,92,0,23
419,Aare Objartel,60,0,10
418,Irina Klimtsova,52,1,3
420,Alla Grigorjeva,34,0,1
538,Kristiina Ojuland,2127,9,480
539,Rein Aidma,1250,0,291
547,Aivar Surva,477,3,109
544,Niina Neglason,149,0,25
545,Bruno Uustal,144,0,35
543,Hardi Raiend,137,0,49
541,Igor Sumarok,125,0,23
546,Merike Peri,107,0,25
542,Tiit Kolk,92,0,18
540,Pavel Makarov,72,1,20
664,Mihhail Stalnuhhin,8584,1,615
665,Valeri Korb,3596,3,291
663,Lembit Kaljuvee,2440,1,193
666,Eldar Efendijev,1650,0,87
672,Tarmo Tammiste,1175,3,98
668,Eevi Paasmäe,856,1,82
667,Tiit Kuusmik,785,1,68
669,Kaarel Pürg,736,1,69
671,Alar Seppern,335,0,24
670,Risto Lindeberg,206,1,21
730,Yury Mishin,975,1,95
731,Genadi Afanassjev,223,1,34
733,Igor Kukolev,170,0,16
732,Igor Suharukov,117,0,15
748,Jevgeni Kupin,54,0,8
796,Jaan Toots,411,0,69
797,Toivo Kivi,213,0,30
805,Urve Erikson,106,0,20
801,Jekaterina Golubtsova,84,0,5
800,Koit Oras,55,0,8
799,Evald Männiksaar,53,0,5
803,Juri Afanasjev,49,0,11
798,Nikolai Vojeikin,44,0,10
802,Janek Sikk,42,0,9
804,Vladimir Drozdov,31,0,5
852,Andres Toome,140,1,20
851,Aarne Hanni,87,0,6
860,Mihhail Derbnev,108,0,22
175,Jaan Sööt,268,1,75
177,Ülle Kuldkepp,148,1,40
179,Jaan Kirsipuu,96,4,24
181,Kadri Kõiv,82,2,17
176,Ain Kuningas,49,1,12
182,Allan Anniste,46,0,17
180,Indrek Hein,42,0,9
178,Rein Kikerpill,41,0,12
298,Helir-Valdor Seeder,4479,15,1109
299,Kaia Iva,1064,6,332
301,Siim Kabrits,980,0,158
300,Andres Jalak,880,3,195
302,Ando Kiviberg,616,4,202
304,Mihhail Feštšin,517,1,92
306,Kalju Kertsmik,346,2,74
303,Raivo Raja,248,1,64
305,Hendrik Agur,209,2,75
307,Aivo Ülper,74,2,19
423,Sven Mikser,7431,11,1878
424,Helmen Kütt,1693,1,253
425,Jaanus Marrandi,901,1,202
427,Kulno Klein,243,0,62
428,Anu Raud,234,2,66
426,Randel Länts,214,0,71
429,Marge Kannel,156,1,29
432,Kaupo Känd,154,0,50
431,Luule Tiirmaa,150,0,27
430,Jaan Kree,43,0,8
548,Jürgen Ligi,5043,11,1519
551,Kalle Jents,1346,6,328
550,Tõnis Kõiv,961,2,225
549,Peep Aru,896,5,189
555,Tõnu Juul,883,2,158
557,Kristjan Kõljalg,493,0,156
552,Üllar Vahtramäe,410,0,134
556,Janno Lehemets,374,2,113
554,Sulev Kannimäe,369,0,88
553,Jüri Hansen,319,1,88
673,Enn Eesmaa,1535,2,173
674,Kersti Sarapuu,996,2,119
676,Ülle Lumi,882,1,68
675,Priit Toobal,796,0,73
682,Jaak Aab,708,0,76
677,Peeter Rahnel,442,1,36
680,Mart Mäemets,42,0,7
681,Arvo Adelbert,32,0,2
679,Raivo Raave,28,0,2
678,Elena Sapp,19,0,1
734,Juri Desjatnikov,40,0,4
749,Hannes Vanaküla,96,2,22
806,Valdeko Kalma,285,0,36
808,Enn Sarv,160,0,31
809,Enn Reismann,122,0,20
807,Monika Kuzmina,122,0,8
811,Salme Koplikask,91,0,17
810,Maret Sibul,39,0,6
853,Veiko Teekel,150,0,23
865,Andreas Reinberg,1413,0,259
864,Valdo Paddar,310,1,46
871,Kalle Hiob,187,0,28
183,Üllar Luup,604,0,113
184,Rasmus Lahtvee,191,0,55
185,Ivo-Hannes Lehtsalu,90,1,27
186,Priit Truusalu,75,0,38
187,Andres Kittus,73,1,15
189,Karol Ahja,72,0,24
188,Antti Hunt,40,1,11
190,Marek Vahula,25,0,5
191,Vladimir Redpap,18,0,4
308,Ene Ergma,3873,17,996
309,Aivar Kokk,3382,1,608
311,Peeter Tulviste,1270,8,496
314,Joel Luhamets,624,5,173
310,Toivo Peets,460,2,89
315,Aare Anderson,376,1,104
312,Mihkel Kübar,198,0,33
313,Aivar Õun,178,0,44
316,Väino Vahtra,147,0,18
433,Jaan Õunapuu,3103,2,640
434,Jüri Morozov,1144,1,265
441,Jaan Sõrra,1024,1,184
435,Mati Kepp,596,0,98
437,Priit Lomp,495,0,104
436,Jana Morozov,253,0,74
440,Kristina Ruder,188,0,42
438,Anne-Ly Võlli,176,0,63
439,Tõnu Hallik,113,1,29
558,Igor Gräzin,6109,10,1566
559,Mati Raidma,1699,1,446
562,Reno Laidre,1038,1,307
561,Terje Trei,848,1,184
560,Kalmer Lain,624,3,187
563,Viktor Svjatõšev,462,0,115
564,Aime Keis,287,0,102
565,Merike Põdersalu,211,0,37
566,Igor Karnö,48,0,11
683,Marika Tuus,2976,3,209
688,Aleksandr Suvorov,1003,1,67
684,Arvo Sarapuu,878,0,74
685,Margi Ein,393,0,40
687,Peep Põdder,293,0,42
686,Peeter Laasik,281,0,23
691,Mait Maltis,195,0,25
690,Heli Raevald,132,1,15
689,Riho Rõõmus,33,0,8
735,Nikolai Maspanov,83,2,10
750,Tarmo Õunapuu,330,0,58
813,Mai Treial,1109,0,114
817,Taavi Pirk,481,0,89
812,Riina Kull,471,0,80
816,Kalev Kurs,287,1,31
820,Margo Miljand,260,0,22
815,Margus Pärsik,228,0,41
818,Aivar Kaldjärv,52,0,12
819,Kai Tennosaar,35,0,1
814,Dagmar Mattiisen,27,0,2
854,Janno Tults,124,0,31
872,Märt Meesak,294,0,43
883,Ingvar Tšižikov,238,0,44
192,Peep Mardiste,741,3,249
194,Silvia Lotman,309,0,78
193,Triin Veber,153,0,50
201,Heiki Vilep,139,0,30
196,Inga Ploomipuu,84,1,25
200,Tiina Kirss,75,0,14
195,Loone Ots,66,0,17
198,Tanel Laan,55,0,13
199,Antti Nöps,39,1,13
197,Kristina Ivatševa,13,0,2
317,Tõnis Lukas,4807,33,1520
318,Margus Tsahkna,3228,11,939
319,Peeter Laurson,881,4,213
320,Mihhail Lotman,760,2,254
322,Merle Jääger,439,2,121
325,Anneli Kannus,274,1,86
323,Indrek Kalda,257,5,61
324,Jüri Kõre,234,2,100
321,Kristjan Mugra,147,0,36
326,Andres Siitan,129,0,45
442,Heljo Pikhof,3270,5,649
451,Marju Lauristin,3037,11,1006
445,Toomas Jürgenstein,801,2,279
443,Peep Peterson,634,2,184
444,Tõnu Ints,247,0,54
450,Roman Mugur,187,1,44
447,Arno Arukask,136,0,26
446,Rita Hade,126,0,21
448,Ene Linn,93,0,23
449,Marko Halling,62,0,14
568,Urmas Kruuse,6824,9,1732
569,Rait Maruste,2425,4,812
567,Laine Jänes,2211,15,537
570,Margus Hanson,1478,3,495
571,Silver Meikar,776,2,272
574,Jüri Sasi,532,2,172
573,Martin Parmas,457,0,121
575,Janika Mölder,405,1,126
572,Helmer Jõgi,379,2,142
576,Raimond Tamm,311,0,126
692,Aadu Must,1901,3,221
697,Urbo Vaarmann,1745,0,163
695,Nikolai Põdramägi,1403,0,116
693,Vladimir Šokman,600,0,77
699,Artjom Suvorov,407,1,34
698,Natalja Trošina,295,0,35
696,Arvi Karotam,216,1,14
694,Diana Klas,194,1,31
700,Marina Riisalu,185,0,24
701,Silver Kuusik,160,0,17
736,Gennadi Suhhov,242,0,32
751,Rein Pihlar,341,4,68
821,Robert Närska,304,0,55
825,Meelis Pärtelpoeg,74,0,17
823,Renald Kärmas,47,0,15
822,Aarne Ambos,45,1,7
826,Agu Rillo,43,0,12
824,Rain Tuulik,29,0,7
855,Taavi Palm,153,2,34
884,Sten-Hans Vihmar,154,0,32
889,Veiko Rämmel,128,0,18
202,Pille Tomson,438,5,117
205,Triinu Taul,343,1,92
204,Urmas Roht,148,1,31
203,Olev Raudsepp,104,1,25
210,Niilo Lukkonen,32,2,9
208,Tiit Hiiemäe,29,1,5
211,Räni Meister,27,0,5
212,Väino Jaakus,26,1,3
207,Asko Uri,22,2,6
206,Raik Vürst,19,0,6
209,Ott Alemaa,18,1,8
327,Jaak Aaviksoo,3484,28,974
328,Priit Sibul,2385,2,454
329,Ülo Tulik,996,0,205
332,Elle Kull,568,9,147
335,Meelis Mõttus,551,0,109
331,Kurmet Müürsepp,406,0,77
333,Andres Kõiv,339,0,83
336,Arne Tilk,337,1,105
330,Kalle Vister,323,0,56
